idhh	idperson	idpartner	idmother	idfather	dct	dwt	dag	dec	les	yem	dgn	lhw	dms	loc	yse	yiy	poa	ddi	boa	poa00	yseev 
220	22001	0	0	0	0	10	82	0	4	0	0	-1	5	-1	0	0	1836.22325	0	1836.22325	1836.22325	0
221	22101	22102	0	0	0	10	27	0	3	3277.819	0	40	2	2	0	0	0	0	0	0	0
221	22102	22101	0	0	0	10	29	0	2	0	1	50	2	2	3203.155	0	0	0	0	0	3203.155
222	22201	22202	0	0	0	10	61	0	3	3312.033	1	37	2	3	0	0	0	0	0	0	0
222	22202	22201	0	0	0	10	62	0	4	163.2111	0	-1	2	9	0	0	0	0	0	0	0
223	22301	0	0	0	0	10	51	0	3	2021.155	0	37	1	2	0	0	0	0	0	0	0
224	22401	0	0	0	0	10	61	0	7	0	0	-1	5	1	0	0	0	0	0	0	0
225	22501	22502	0	0	0	10	69	0	2	0	1	45	2	1	0	0	1740.2355	0	1740.2355	1740.2355	0
225	22502	22501	0	0	0	10	64	0	3	0	0	20	2	6	0	0	0	0	0	0	0
226	22601	0	0	0	0	10	70	0	4	0	0	-1	5	8	0	0	1837.49875	0	1837.49875	1837.49875	0
227	22701	22702	0	0	0	10	75	0	4	0	1	-1	2	7	0	0	1956.07675	0	1956.07675	1956.07675	0
227	22702	22701	0	0	0	10	70	0	4	0	0	-1	2	-1	0	0	1770.43925	0	1770.43925	1770.43925	0
228	22801	22802	0	0	0	10	38	0	3	3165.583	1	40	2	7	0	0	0	0	0	0	0
228	22802	22801	0	0	0	10	33	0	5	0	0	-1	2	-1	0	0	0	0	0	0	0
228	22803	0	22802	22801	0	10	6	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
228	22804	0	22802	22801	0	10	3	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
229	22901	22902	0	0	0	10	53	0	3	2237.693	1	40	2	7	0	0	0	0	0	0	0
229	22902	22901	0	0	0	10	54	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
229	22903	0	22902	22901	0	10	20	0	7	0	1	-1	1	-1	0	0	0	0	0	0	0
229	22904	0	22902	22901	0	10	17	6	6	0	1	-1	1	-1	0	0	0	0	0	0	0
230	23001	0	0	0	0	10	60	0	3	3950.546	0	37	1	2	0	0	0	0	0	0	0
230	23002	23003	0	0	0	10	22	0	3	715.6148	1	37	2	4	0	0	0	0	0	0	0
230	23003	23002	0	0	0	10	22	0	3	0	0	37	2	4	0	0	0	0	0	0	0
231	23101	23102	0	0	0	10	64	0	4	0	1	-1	2	8	0	0	0	0	0	0	0
231	23102	23101	0	0	0	10	63	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
232	23201	0	0	0	0	10	81	0	4	0	0	-1	5	-1	0	0	1407.86175	0	1407.86175	1407.86175	0
233	23301	23302	0	0	0	10	54	0	3	3241.68	1	42	2	7	0	0	0	0	0	0	0
233	23302	23301	0	0	0	10	50	0	3	1889.028	0	36	2	4	0	0	0	0	0	0	0
233	23303	0	23302	23301	0	10	16	4	6	19.56905	0	-1	1	-1	0	0	0	0	0	0	0
234	23401	23402	0	0	0	10	71	0	4	0	0	-1	2	-1	0	0	2037.85675	0	2037.85675	2037.85675	0
234	23402	23401	0	0	0	10	60	0	4	0	1	-1	2	-1	0	0	0	0	0	0	0
234	23403	0	23401	23402	0	10	29	0	7	0	1	-1	1	-1	0	0	0	0	0	0	0
235	23501	23502	0	0	0	10	74	0	4	0	1	-1	2	1	0	0	1469.2035	0	1469.2035	1469.2035	0
235	23502	23501	0	0	0	10	64	0	4	0	0	-1	2	9	0	0	0	0	0	0	0
236	23601	23603	0	0	0	10	33	0	5	0	0	-1	2	-1	0	0	0	0	0	0	0
236	23602	0	23601	23603	0	10	5	2	0	0	0	-1	1	-1	0	0	0	0	0	0	0
236	23603	23601	0	0	0	10	37	0	3	3771.722	1	40	2	4	0	0	0	0	0	0	0
237	23701	23702	0	0	0	10	79	0	4	0	1	-1	2	-1	0	0	1686.6795	0	1686.6795	1686.6795	0
237	23702	23701	0	0	0	10	80	0	4	0	0	-1	2	-1	0	0	2170.968	0	2170.968	2170.968	0
238	23801	0	0	0	0	10	21	6	6	0	0	-1	1	-1	0	0	0	0	0	0	0
239	23901	23902	0	0	0	10	49	0	4	0	0	-1	4	9	0	0	0	0	0	0	0
239	23902	23901	0	0	0	10	62	0	4	0	1	-1	1	-1	0	0	0	0	0	0	0
240	24001	0	0	0	0	10	86	0	4	0	0	-1	5	-1	0	0	1963.26775	0	1963.26775	1963.26775	0
241	24101	0	0	0	0	10	41	0	3	1261.051	0	40	4	8	0	0	0	0	0	0	0
241	24102	0	24101	0	0	10	19	0	3	0	1	40	1	8	0	0	0	0	0	0	0
242	24201	0	0	0	0	10	60	0	4	0	0	-1	5	-1	0	0	0	0	0	0	0
243	24301	0	0	0	0	10	79	0	4	0	0	-1	5	-1	0	0	1522.3705	0	1522.3705	1522.3705	0
244	24401	0	0	0	0	10	25	6	3	0	0	37	1	6	0	0	0	0	0	0	0
245	24501	24502	0	0	0	10	72	0	4	0	1	-1	2	1	0	0	1686.23325	0	1686.23325	1686.23325	0
245	24502	24501	0	0	0	10	63	0	4	0	0	-1	2	4	0	0	0	0	0	0	0
246	24601	0	0	0	0	10	37	0	3	2293.071	0	37	1	2	0	0	0	0	0	0	0
246	24602	0	24601	0	0	10	8	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
246	24603	0	24601	0	0	10	6	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
247	24701	0	24703	24702	0	10	24	0	3	1410.657	1	29	1	3	0	0	0	0	0	0	0
247	24702	24703	0	0	0	10	57	0	3	2274.765	1	37	2	7	0	0	0	0	0	0	0
247	24703	24702	0	0	0	10	58	0	4	0	0	-1	2	9	0	0	0	0	0	0	0
248	24801	0	0	0	0	10	42	0	5	391.2333	1	37	4	6	0	0	0	0	0	0	0
249	24901	0	24903	24902	0	10	28	6	3	358.1829	1	-1	1	-1	0	0	0	0	0	0	0
249	24902	24903	0	0	0	10	66	0	4	0	1	-1	2	-1	0	0	2060.55975	0	2060.55975	2060.55975	0
249	24903	24902	0	0	0	10	64	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
250	25001	25002	0	0	0	10	31	0	3	2306.783	1	35	1	3	0	0	0	0	0	0	0
250	25002	25001	0	0	0	10	27	6	3	2119.241	0	30	1	5	0	0	0	0	0	0	0
251	25101	25102	0	0	0	10	23	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
251	25102	25101	0	0	0	10	26	0	5	453.4658	1	-1	2	5	0	0	0	0	0	0	0
252	25201	25202	0	0	0	10	42	0	2	0	1	50	2	7	1661.654	0	0	0	0	0	1661.654
252	25202	25201	0	0	0	10	41	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
252	25203	0	25202	25201	0	10	17	4	6	0	1	-1	1	-1	0	0	0	0	0	0	0
252	25204	0	25202	25201	0	10	14	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
253	25301	25302	0	0	0	10	61	0	2	0	0	45	2	6	314.1631	0	0	0	0	0	314.1631
253	25302	25301	0	0	0	10	63	0	4	0	1	-1	2	-1	0	0	0	0	0	0	0
254	25401	25402	0	0	0	10	37	0	3	2019.012	0	37	4	3	0	0	0	0	0	0	0
254	25402	25401	0	0	0	10	43	0	3	2529.585	1	37	1	5	0	0	0	0	0	0	0
255	25501	25502	0	0	0	10	54	0	2	0	1	50	2	6	1386.389	0	0	0	0	0	1386.389
255	25502	25501	0	0	0	10	47	0	9	0	0	40	2	6	0	0	0	0	0	0	0
256	25601	25602	0	0	0	10	77	0	4	0	1	-1	2	1	0	0	1379.03525	0	1379.03525	1379.03525	0
256	25602	25601	0	0	0	10	75	0	4	0	0	-1	2	-1	0	0	1811.931	0	1811.931	1811.931	0
257	25701	0	0	0	0	10	77	0	4	0	1	-1	5	8	0	0	2379.89325	0	2379.89325	2379.89325	0
258	25801	25802	0	0	0	10	22	4	3	168.2454	0	37	1	5	0	0	0	0	0	0	0
258	25802	25801	0	0	0	10	22	4	3	1362.921	1	37	1	7	0	0	0	0	0	0	0
259	25901	25902	0	0	0	10	34	0	2	0	1	72	3	7	1755.052	0	0	0	0	0	1755.052
259	25902	25901	0	0	0	10	22	0	9	0	0	40	1	7	0	0	0	0	0	0	0
259	25903	0	25902	25901	0	10	7	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
260	26001	26002	0	0	0	10	85	0	4	0	1	-1	2	-1	0	0	1348.41925	0	1348.41925	1348.41925	0
260	26002	26001	0	0	0	10	81	0	4	0	0	-1	2	-1	0	0	1648.95725	0	1648.95725	1648.95725	0
261	26101	26102	0	0	0	10	55	0	3	3217.279	1	58	2	7	0	0	0	0	0	0	0
261	26102	26101	0	0	0	10	54	0	3	1893.15	0	37	2	4	0	0	0	0	0	0	0
262	26201	0	0	0	0	10	29	6	5	0	0	-1	1	9	0	0	0	0	0	0	0
262	26202	0	26201	0	0	10	2	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
263	26301	26302	0	0	0	10	36	0	3	2277.221	1	37	2	4	0	0	0	0	0	0	0
263	26302	26301	0	0	0	10	27	6	3	1090.409	0	37	2	2	0	0	0	0	0	0	0
263	26303	0	26302	26301	0	10	5	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
263	26304	0	26302	26301	0	10	3	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
264	26401	0	0	0	0	10	48	0	3	2648.981	0	37	4	3	0	0	0	0	0	0	0
265	26501	26502	0	0	0	10	50	0	3	4128.809	1	45	2	1	0	0	0	0	0	0	0
265	26502	26501	0	0	0	10	39	0	3	1866.842	0	37	2	5	0	0	0	0	0	0	0
265	26503	0	26502	26501	0	10	5	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
266	26601	0	0	0	0	10	84	0	7	0	0	-1	5	-1	0	0	1278.826	0	1278.826	1278.826	0
267	26701	0	0	0	0	10	71	0	4	0	0	-1	5	5	0	0	1492.584	0	1492.584	1492.584	0
268	26801	26804	26802	26803	0	10	47	0	2	295.3168	1	70	2	8	1811.129	0	0	0	0	0	1811.129
268	26802	26803	0	0	0	10	78	0	4	0	0	-1	2	-1	0	0	1377.76725	0	1377.76725	1377.76725	0
268	26803	26802	0	0	0	10	80	0	4	0	1	-1	2	-1	0	0	1787.20625	0	1787.20625	1787.20625	0
268	26804	26801	0	0	0	10	42	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
268	26805	0	26804	26801	0	10	19	0	3	710.4103	1	-1	1	-1	0	0	0	0	0	0	0
268	26806	0	26804	26801	0	10	18	0	3	698.8242	1	60	1	8	0	0	0	0	0	0	0
268	26807	0	26804	26801	0	10	17	6	6	0	0	-1	1	-1	0	0	0	0	0	0	0
269	26901	26902	0	0	0	10	65	0	4	0	1	-1	2	9	0	0	1621.17625	0	1621.17625	1621.17625	0
269	26902	26901	0	0	0	10	64	0	2	0	0	40	2	6	536.8873	0	0	0	0	0	536.8873
270	27001	27002	0	0	0	10	35	0	3	3931.168	1	37	2	2	0	0	0	0	0	0	0
270	27002	27001	0	0	0	10	33	6	3	1596.104	0	48	2	5	0	0	0	0	0	0	0
270	27003	0	27002	27001	0	10	12	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
270	27004	0	27002	27001	0	10	9	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
270	27005	0	27002	27001	0	10	3	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
271	27101	0	0	0	0	10	42	0	3	2701.112	0	37	1	3	0	0	0	0	0	0	0
271	27102	0	27101	0	0	10	15	3	6	0	1	-1	1	-1	0	0	0	0	0	0	0
271	27103	0	27101	0	0	10	12	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
272	27201	27202	0	0	0	10	56	0	3	3015.95	1	45	2	9	165.9101	0	0	0	0	0	165.9101
272	27202	27201	0	0	0	10	50	4	3	2262.66	0	37	2	2	0	0	0	0	0	0	0
273	27301	0	0	0	0	10	26	0	3	1968.62	1	40	1	3	0	0	0	0	0	0	0
274	27401	27402	0	0	0	10	68	0	4	0	1	-1	2	7	0	0	1489.02825	0	1489.02825	1489.02825	0
274	27402	27401	0	0	0	10	69	0	4	0	0	-1	2	-1	0	0	2117.5335	0	2117.5335	2117.5335	0
275	27501	27502	0	0	0	10	66	0	2	0	1	45	2	6	1468.251	0	1478.8025	0	1478.8025	1478.8025	1468.251
275	27502	27501	0	0	0	10	56	0	9	0	0	40	2	6	0	0	0	0	0	0	0
275	27503	0	27502	27501	0	10	30	0	9	0	0	20	1	6	0	0	0	0	0	0	0
276	27601	27602	0	0	0	10	51	0	3	4756.633	1	40	2	3	0	0	0	0	0	0	0
276	27602	27601	0	0	0	10	39	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
276	27603	0	27602	27601	0	10	14	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
276	27604	0	27602	27601	0	10	9	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
277	27701	27702	0	0	0	10	55	0	4	0	1	-1	2	-1	206.0322	0	0	0	0	0	206.0322
277	27702	27701	0	0	0	10	42	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
277	27703	0	27702	27701	0	10	20	0	3	785.5129	1	-1	1	-1	0	0	0	0	0	0	0
278	27801	0	0	0	0	10	81	0	4	0	1	-1	5	-1	0	0	2047.745	0	2047.745	2047.745	0
279	27901	0	0	0	0	10	57	0	4	0	1	-1	4	7	0	0	0	0	0	0	0
280	28001	28002	0	0	0	10	49	0	3	5285.352	1	40	2	2	0	0	0	0	0	0	0
280	28002	28001	0	0	0	10	45	4	3	1880.578	0	26	2	3	0	0	0	0	0	0	0
280	28003	0	28002	28001	0	10	16	4	6	0	0	-1	1	-1	0	0	0	0	0	0	0
281	28101	0	0	28103	0	10	58	0	3	1578.69	0	45	5	5	0	0	0	0	0	0	0
281	28102	0	28101	0	0	10	28	0	3	767.2282	0	39	1	5	0	0	0	0	0	0	0
281	28103	0	0	0	0	10	86	0	4	0	1	-1	5	-1	0	0	1515.29575	0	1515.29575	1515.29575	0
282	28201	0	28203	28202	0	10	21	6	6	0	0	-1	1	-1	0	0	0	0	0	0	0
282	28202	28203	0	0	0	10	56	0	2	0	1	50	2	7	2702.979	0	0	0	0	0	2702.979
282	28203	28202	0	0	0	10	57	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
283	28301	28302	0	0	0	10	60	0	2	0	1	84	2	6	530.8711	0	0	0	0	0	530.8711
283	28302	28301	0	0	0	10	61	0	7	0	0	-1	2	6	0	0	0	0	0	0	0
283	28303	0	28302	28301	0	10	25	0	9	118.7212	1	26	1	6	0	0	0	0	0	0	0
283	28304	0	28302	28301	0	10	25	0	5	177.7863	1	-1	1	-1	0	0	0	0	0	0	0
284	28401	28402	0	0	0	10	35	0	2	0	1	50	2	2	3303.263	0	0	0	0	0	3303.263
284	28402	28401	0	0	0	10	28	0	7	0	0	13	2	5	0	0	0	0	0	0	0
285	28501	28502	0	0	0	10	27	0	3	1558.482	1	45	1	2	0	0	0	0	0	0	0
285	28502	28501	0	0	0	10	25	0	3	1739.845	0	41	1	6	0	0	0	0	0	0	0
286	28601	28602	0	0	0	10	56	0	3	2221.28	1	37	2	8	0	0	0	0	0	0	0
286	28602	28601	0	0	0	10	48	0	3	1917.324	0	37	2	9	0	0	0	0	0	0	0
287	28701	28702	0	0	0	10	46	0	2	0	1	40	2	7	737.4686	0	0	0	0	0	737.4686
287	28702	28701	0	0	0	10	43	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
287	28703	0	28702	28701	0	10	14	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
287	28704	0	28702	28701	0	10	6	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
288	28801	28802	0	0	0	10	59	0	4	0	1	-1	2	3	0	0	0	0	0	0	0
288	28802	28801	0	0	0	10	51	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
288	28803	0	28802	28801	0	10	21	6	6	640.8847	1	-1	1	-1	0	0	0	0	0	0	0
289	28901	28902	0	0	0	10	36	0	3	2742.017	1	37	1	7	0	0	0	0	0	0	0
289	28902	28901	0	0	0	10	29	0	3	2342.363	0	35	1	4	0	0	0	0	0	0	0
289	28903	0	28902	28901	0	10	2	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
290	29001	0	0	0	0	10	70	0	4	0	0	-1	5	-1	0	0	2045.50725	0	2045.50725	2045.50725	0
291	29101	29102	0	0	0	10	57	6	5	0	0	-1	4	9	0	0	0	0	0	0	0
291	29102	29101	0	0	0	10	43	0	3	2094.857	1	37	1	7	0	0	0	0	0	0	0
292	29201	29202	0	0	0	10	58	0	3	564.5899	1	16	2	9	0	0	0	0	0	0	0
292	29202	29201	0	0	0	10	55	0	7	0	0	-1	2	1	588.943	0	0	0	0	0	588.943
293	29301	29302	0	0	0	10	74	0	4	0	1	-1	2	-1	0	0	1749.0565	0	1749.0565	1749.0565	0
293	29302	29301	0	0	0	10	73	0	4	0	0	-1	2	-1	0	0	1514.666	0	1514.666	1514.666	0
294	29401	0	0	0	0	10	47	0	3	139.6472	1	-1	1	3	0	0	0	0	0	0	0
295	29501	29502	0	0	0	10	59	0	3	12566.94	1	55	2	1	0	0	0	0	0	0	0
295	29502	29501	0	0	0	10	55	0	3	1458.963	0	25	2	4	0	0	0	0	0	0	0
296	29601	29602	0	0	0	10	24	6	3	638.0721	0	37	1	7	0	0	0	0	0	0	0
296	29602	29601	0	0	0	10	23	0	3	1671.64	1	35	1	8	0	0	0	0	0	0	0
297	29701	29702	0	0	0	10	70	0	4	0	1	-1	2	7	0	0	1569.792	0	1569.792	1569.792	0
297	29702	29701	0	0	0	10	71	0	4	0	0	-1	2	6	0	0	1641.76175	0	1641.76175	1641.76175	0
298	29801	29802	0	0	0	10	82	0	4	0	1	-1	2	-1	532.6168	0	1942.12075	0	1942.12075	1942.12075	532.6168
298	29802	29801	0	0	0	10	77	0	7	0	0	-1	2	-1	0	0	2037.42525	0	2037.42525	2037.42525	0
299	29901	29902	0	0	0	10	52	0	2	0	1	90	2	1	2411.538	0	0	0	0	0	2411.538
299	29902	29901	0	0	0	10	59	0	9	0	0	30	2	5	0	0	0	0	0	0	0
299	29903	0	29902	29901	0	10	20	0	9	0	1	85	1	5	0	0	0	0	0	0	0
300	30001	30002	0	0	0	10	78	0	4	0	1	-1	2	-1	0	0	1596.15975	0	1596.15975	1596.15975	0
300	30002	30001	0	0	0	10	70	0	7	0	0	-1	2	-1	0	0	1518.829	0	1518.829	1518.829	0
300	30003	0	30002	30001	0	10	40	0	3	2588.907	0	48	1	3	0	0	0	0	0	0	0
301	30101	30102	0	0	0	10	31	0	7	497.6535	0	-1	1	5	0	0	0	0	0	0	0
301	30102	30101	0	0	0	10	30	0	3	3870.528	1	40	1	1	0	0	0	0	0	0	0
301	30103	0	30101	30102	0	10	7	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
301	30104	0	30101	30102	0	10	7	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
301	30105	0	30101	30102	0	10	2	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
302	30201	30202	0	0	0	10	24	0	6	468.2501	1	37	1	5	0	0	0	0	0	0	0
302	30202	30201	0	0	0	10	27	0	3	995.9513	0	37	1	3	0	0	0	0	0	0	0
303	30301	30302	0	0	0	10	30	0	3	1673.206	1	37	1	1	0	0	0	0	0	0	0
303	30302	30301	0	0	0	10	28	0	3	791.9476	0	37	1	3	0	0	0	0	0	0	0
304	30401	30402	0	0	0	10	57	0	3	3703.419	1	45	2	9	0	0	0	0	0	0	0
304	30402	30401	0	0	0	10	52	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
304	30403	0	30402	30401	0	10	21	6	6	0	0	-1	1	-1	0	0	0	0	0	0	0
304	30404	0	30402	30401	0	10	19	0	7	0	0	-1	1	-1	0	0	0	0	0	0	0
304	30405	0	30402	30401	0	10	17	6	6	0	0	-1	1	-1	0	0	0	0	0	0	0
304	30406	0	30402	30401	0	10	16	4	6	0	1	-1	1	-1	0	0	0	0	0	0	0
305	30501	0	0	0	0	10	52	0	7	0	0	-1	5	-1	0	0	0	0	0	0	0
305	30502	0	30501	0	0	10	28	0	3	560.1056	1	56	1	5	0	0	0	0	0	0	0
305	30503	0	30501	0	0	10	25	0	5	0	0	-1	1	-1	0	0	0	0	0	0	0
305	30504	0	30501	0	0	10	21	0	5	0	0	-1	1	-1	0	0	0	0	0	0	0
306	30601	30602	0	0	0	10	28	6	3	3206.061	1	54	1	2	0	0	0	0	0	0	0
306	30602	30601	0	0	0	10	29	0	3	2781.686	0	50	1	2	0	0	0	0	0	0	0
307	30701	30702	0	0	0	10	41	0	2	0	1	50	2	1	1722.298	0	0	0	0	0	1722.298
307	30702	30701	0	0	0	10	40	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
307	30703	0	30702	30701	0	10	3	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
307	30704	0	30702	30701	0	10	1	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
308	30801	0	0	0	0	10	74	0	7	0	0	-1	5	-1	0	0	1629.663	0	1629.663	1629.663	0
308	30802	0	30801	0	0	10	41	0	7	0	0	-1	3	-1	0	0	0	0	0	0	0
308	30803	0	30802	0	0	10	18	6	6	0	1	-1	1	-1	0	0	0	0	0	0	0
309	30901	30902	0	0	0	10	85	0	4	0	1	-1	5	-1	0	0	1603.33325	0	1603.33325	1603.33325	0
309	30902	30901	0	0	0	10	83	0	4	0	0	-1	5	-1	0	0	1840.70275	0	1840.70275	1840.70275	0
310	31001	31002	0	0	0	10	32	0	5	0	1	-1	2	-1	0	0	0	0	0	0	0
310	31002	31001	0	0	0	10	24	0	5	0	0	-1	2	9	0	0	0	0	0	0	0
310	31003	0	31002	31001	0	10	3	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
310	31004	0	31002	31001	0	10	1	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
310	31005	0	0	0	0	10	31	0	5	0	0	-1	4	9	0	0	0	0	0	0	0
310	31006	0	31005	0	0	10	10	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
311	31101	31102	0	0	0	10	74	0	4	76.93257	1	-1	2	6	0	0	1817.336	0	1817.336	1817.336	0
311	31102	31101	0	0	0	10	82	0	4	0	0	-1	2	6	0	0	1637.6045	0	1637.6045	1637.6045	0
312	31201	31202	0	0	0	10	61	0	2	0	1	60	2	-1	574.3459	0	0	0	0	0	574.3459
312	31202	31201	0	0	0	10	63	0	9	0	0	50	2	-1	0	0	0	0	0	0	0
312	31203	0	0	0	0	10	60	0	4	0	0	-1	1	9	0	0	0	0	0	0	0
313	31301	31302	0	0	0	10	29	0	3	2226.651	1	50	2	6	0	0	0	0	0	0	0
313	31302	31301	0	0	0	10	28	0	3	2109.36	0	38	2	3	0	0	0	0	0	0	0
313	31303	0	31302	31301	0	10	2	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
313	31304	0	31302	31301	0	10	1	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
313	31305	0	31302	31301	0	10	1	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
314	31401	0	0	0	0	10	86	0	4	0	0	-1	5	-1	0	0	1517.5175	0	1517.5175	1517.5175	0
315	31501	0	0	0	0	10	44	0	3	3359.509	1	37	1	7	0	0	0	0	0	0	0
316	31601	31602	0	0	0	10	47	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
316	31602	31601	0	0	0	10	50	0	3	2239.185	1	37	2	9	0	0	0	0	0	0	0
316	31603	0	31601	31602	0	10	19	6	6	0	1	-1	1	-1	0	0	0	0	0	0	0
316	31604	0	31601	31602	0	10	16	4	6	0	1	-1	1	-1	0	0	0	0	0	0	0
317	31701	31702	0	0	0	10	27	4	5	0	0	-1	2	8	0	0	0	0	0	0	0
317	31702	31701	0	0	0	10	40	0	3	2121.567	1	37	2	8	0	0	0	0	0	0	0
317	31703	0	31701	31702	0	10	7	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
317	31704	0	31701	31702	0	10	4	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
318	31801	0	0	0	0	10	71	0	7	0	0	-1	5	-1	0	0	1843.4785	0	1843.4785	1843.4785	0
319	31901	0	0	0	0	10	20	6	6	0	1	12	1	5	0	0	0	0	0	0	0
320	32001	0	0	0	0	10	23	6	6	757.2479	0	-1	1	5	0	0	0	0	0	0	0
320	32002	0	0	0	0	10	23	6	3	804.9542	0	29	1	5	0	0	0	0	0	0	0
321	32101	32102	0	0	0	10	39	0	3	1396.186	1	40	2	8	0	0	0	0	0	0	0
321	32102	32101	0	0	0	10	28	0	7	0	0	-1	2	5	0	0	0	0	0	0	0
321	32103	0	32102	32101	0	10	9	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
322	32201	32202	0	0	0	10	50	0	3	1199.372	1	37	2	9	0	0	0	0	0	0	0
322	32202	32201	0	0	0	10	43	0	7	0	0	-1	2	9	0	0	0	0	0	0	0
322	32203	0	32202	32201	0	10	18	4	6	4.013329	0	-1	1	-1	0	0	0	0	0	0	0
322	32204	0	32202	32201	0	10	15	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
322	32205	0	32202	32201	0	10	5	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
323	32301	32302	0	0	0	10	52	0	2	0	1	49	2	1	492.6628	0	0	0	0	0	492.6628
323	32302	32301	0	0	0	10	51	0	2	0	0	25	2	1	346.8928	0	0	0	0	0	346.8928
323	32303	0	32302	32301	0	10	23	0	3	1126.207	1	45	1	7	0	0	0	0	0	0	0
323	32304	0	32302	32301	0	10	15	4	6	0	1	-1	1	-1	0	0	0	0	0	0	0
324	32401	32402	0	0	0	10	44	0	3	2176.539	1	37	2	7	0	0	0	0	0	0	0
324	32402	32401	0	0	0	10	43	0	3	1857.691	0	37	2	9	0	0	0	0	0	0	0
324	32403	0	32402	32401	0	10	15	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
324	32404	0	32402	32401	0	10	11	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
325	32501	32502	0	0	0	10	56	0	3	3093.625	1	37	2	2	289.6454	0	0	0	0	0	289.6454
325	32502	32501	0	0	0	10	52	0	3	2966.519	0	37	2	2	0	0	0	0	0	0	0
325	32503	0	32502	32501	0	10	20	4	3	496.1446	1	37	1	7	0	0	0	0	0	0	0
325	32504	0	32502	32501	0	10	11	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
326	32601	32602	0	0	0	10	47	0	2	0	0	50	2	5	1596.753	0	0	0	0	0	1596.753
326	32602	32601	0	0	0	10	54	0	7	0	1	-1	2	2	0	0	0	0	0	0	0
326	32603	0	32601	32602	0	10	13	3	6	0	1	-1	1	-1	0	0	0	0	0	0	0
327	32701	32702	0	0	0	10	56	0	3	1466.465	1	37	2	7	0	0	0	0	0	0	0
327	32702	32701	0	0	0	10	50	0	2	878.2892	0	40	2	3	0	0	0	0	0	0	0
327	32703	0	32702	32701	0	10	22	6	3	1449.454	1	37	1	7	0	0	0	0	0	0	0
327	32704	0	32702	32701	0	10	22	6	3	955.2892	1	37	1	7	0	0	0	0	0	0	0
327	32705	0	0	0	0	10	18	4	6	0	0	-1	1	-1	0	0	0	0	0	0	0
328	32801	0	0	0	0	10	77	0	4	0	0	-1	2	-1	0	0	1586.385	0	1586.385	1586.385	0
329	32901	32902	0	0	0	10	64	0	2	0	0	30	2	1	609.5333	0	0	0	0	0	609.5333
329	32902	32901	0	0	0	10	72	0	4	0	1	-1	2	8	0	0	1392.77	0	1392.77	1392.77	0
330	33001	0	0	0	0	10	52	0	3	1493.454	0	32	3	5	0	0	0	0	0	0	0
